1	14	1.652	-1.103
1	15	1.668	-1.775
1	16	1.693	-2.364
1	19	0.899	-0.307
1	21	0.874	-1.707
1	22	0.862	-2.282
1	25	0.179	-0.249
1	26	0.13	-0.977
1	28	0.015	-2.658
2	7	0.107	2.286
2	8	0.843	2.389
2	9	1.511	2.491
2	10	2.091	2.575
2	13	0.109	1.547
2	14	0.837	1.611
2	15	1.498	1.672
2	16	2.077	1.734
2	19	0.107	0.805
2	20	0.825	0.84
2	21	1.49	0.876
2	22	2.058	0.905
2	25	0.106	0.085
2	26	0.832	0.086
3	14	-1.745	0.795
3	15	-1.797	1.459
3	16	-1.849	2.041
3	19	-0.943	0.045
3	25	-0.216	0.028
3	28	-0.182	2.404
4	8	2.123	1.056
4	14	1.47	1.042
4	15	1.513	0.538
4	16	1.551	0.114
4	17	1.599	-0.439
4	18	1.652	-1.031
4	20	0.821	1.028
4	21	0.843	0.525
4	22	0.866	0.105
4	23	0.895	-0.444
4	24	0.935	-1.033
4	26	0.181	1.007
4	28	0.202	-0.222
5	2	-1.197	2.735
5	3	-0.684	2.802
5	4	-0.254	2.856
5	8	-1.182	2.061
5	9	-0.676	2.11
5	10	-0.248	2.153
5	11	0.309	2.204
5	12	0.905	2.266
5	14	-1.174	1.401
5	15	-0.668	1.433
5	16	-0.244	1.461
5	17	0.308	1.496
5	18	0.896	1.54
5	20	-1.167	0.748
5	21	-0.662	0.761
5	22	-0.241	0.773
5	23	0.304	0.791
5	24	0.888	0.819
5	28	0.078	0.104
6	14	-1.524	-1.194
6	15	-1.562	-0.692
6	16	-1.596	-0.268
6	17	-1.636	0.283
6	18	-1.684	0.873
6	20	-0.87	-1.186
6	21	-0.888	-0.684
6	22	-0.903	-0.264
6	23	-0.926	0.282
6	24	-0.957	0.865
6	28	-0.233	0.057
